left_manual,right_retrieval,right_imaginal,left_visual,left_imaginal,right_manual,left_retrieval,right_visual
7132.7300028068485,6766.415687105088,-7343.131321727742,6987.261062110928,7149.030218795815,7321.846961626532,6739.936971063377,7133.67201842904
7102.388432234677,6774.973234967524,-7345.910935154631,7001.473483256673,7156.892512695475,7330.295142225403,6762.812036365264,7119.286257284385
7134.27261602676,6781.1109437807945,-7341.016022957596,7012.161248065516,7153.207811162364,7331.666449556962,6756.8054619826235,7146.477564426452
7126.554640793525,6795.481784052958,-7365.081824558637,7026.456280720271,7157.870283172876,7333.511325561128,6760.891249178901,7153.80073418755
7131.159199002535,6803.967101529009,-7356.015511037271,7027.824984073087,7152.8580792481835,7328.2494602945335,6782.547029050459,7148.730990371115
7118.157307319555,6782.171336119969,-7377.286141159799,7019.797571626248,7152.254268608869,7329.310645320083,6776.521501903443,7146.199713912034
7124.861677677597,6760.092012599141,-7353.247854166617,7000.279246165465,7135.17851562923,7345.10072965846,6739.953981397643,7118.304578159816
7149.157139253016,6788.74016809437,-7362.311535956483,7002.555994556736,7152.967080615046,7348.783488676865,6756.851189707593,7147.683282012004
7156.336343055872,6762.30798648312,-7353.764738921713,6996.82620249497,7150.328736298735,7333.61838584631,6765.9317847574675,7114.202625988048
7161.45417032826,6789.160889996126,-7351.936958306532,7000.02572142175,7139.410832779195,7358.761055287621,6770.994373786314,7165.0472589694455
7155.2013379425625,6777.798834960033,-7338.527151694242,6983.107683720326,7119.6521405218855,7351.52725354097,6745.557013220069,7105.079019904178
7150.842132293332,6781.399039559392,-7324.312036935376,6988.647733165187,7134.775983320676,7340.554666756566,6752.155528168372,7100.826766684635
7141.0792041006025,6761.9953643262215,-7345.52335803258,7008.765999558921,7138.480416130633,7348.0598419139305,6745.793909792352,7104.150481472082
7157.297802878367,6774.721317501189,-7342.640113841818,6976.55999576476,7144.0754667238425,7364.872019089549,6728.008472723093,7120.142814260439
7154.881654781582,6779.198653882113,-7359.998026627222,6988.183735340481,7149.425357974356,7355.690116261933,6725.29973528812,7136.457309977301
7148.455170576307,6779.779750421057,-7338.140760306958,6969.385190573696,7145.863265329401,7346.195095793753,6749.283623553451,7141.108517727698
7146.084755375054,6783.623838705911,-7344.201270945483,7003.469436405539,7144.013546152779,7341.618136220606,6719.9883767701685,7121.006207077643
7122.122611695367,6777.8889055506725,-7325.415643076493,6978.09918477708,7129.4988664456605,7328.67153186061,6735.490295312356,7097.335590677938
7130.575779344019,6791.042782727308,-7332.204601530123,6983.278050008981,7148.40042975657,7310.974774885485,6769.290326996186,7129.890513748575
7129.80735946094,6786.048080952211,-7367.698702857972,6992.370054180329,7147.7031377969615,7332.818724377229,6761.273971684324,7155.9469496225
7126.973563090089,6822.121981495902,-7383.401709199993,7024.946923104093,7160.581630614224,7350.556584432451,6764.831186005088,7153.542284244527
7140.873145243783,6804.908781762817,-7364.826963094299,7002.266003665894,7161.607843612703,7336.572339384622,6746.277720624124,7151.242262801983
7133.267309052199,6768.179413814283,-7351.753031082747,6985.68978005892,7152.608887703997,7335.536340829464,6716.41386664549,7149.690795238053
7134.758722975577,6756.0579318154105,-7327.6030862922,6951.933290431032,7137.891306620703,7327.205789758697,6717.0274569031835,7124.224519257329
7134.815471696099,6785.985906786886,-7339.3447046686815,6999.453529224188,7138.922579150084,7315.48916626249,6736.2562689152865,7109.965665194127
7150.995304172624,6777.895487007805,-7336.7005674288575,7013.027353753639,7136.366936811833,7335.614296496873,6731.503706867006,7120.070797627305
7158.657077465916,6790.3057407999195,-7364.776161486659,7007.533095379669,7149.267198379598,7325.325361716287,6723.751303970669,7180.067945026746
7146.510096760924,6758.439427878712,-7353.00502986478,6996.713502535101,7140.585157602479,7326.506398799677,6719.576814072777,7164.8758424374655
7139.980918436177,6785.819146741317,-7348.523596742346,7020.734599293446,7144.993240199362,7340.409850505319,6754.869797265751,7147.906350147256
7109.6137227771205,6746.973064058413,-7338.319699159538,6990.238062719971,7124.630241031038,7325.610695499804,6717.197704175213,7106.57732443068
7098.664048989864,6759.8012598778,-7356.421121103302,6993.533805567703,7136.473082811688,7333.420265820348,6734.446564566521,7117.412847403296
7078.138692368366,6768.359317957576,-7333.411428119261,7022.315233298113,7132.363194739545,7321.182500092693,6755.503883164599,7118.515959711092
7095.589432384603,6788.30749764962,-7333.283674107075,7006.547944788821,7129.379727211897,7334.836289528717,6757.995919981817,7102.799377073025
7134.349859258416,6779.973325293696,-7344.850050298457,7005.000914930554,7153.567447724872,7345.757840647336,6774.232840051223,7132.5971970972305
7151.847742159278,6774.900237064418,-7362.648358375464,6998.4718015822755,7148.188094802744,7354.03229760955,6752.706804068795,7157.975952532451
7135.763473877634,6781.983773353873,-7348.79590327399,7035.402006597475,7156.961943360801,7357.407657660629,6763.606116368006,7156.731803812501
7116.436750708421,6797.76314427794,-7341.375724835493,6984.685343906689,7155.639346255803,7344.9558202143,6749.410789374702,7140.580042312329
7111.550371143628,6752.347694734115,-7329.498588154645,7018.154276965532,7144.395528074203,7322.962284140679,6743.174982418046,7144.112368115753
7114.357543610017,6788.000623877156,-7326.28830451027,6999.485070784257,7154.222021500076,7330.479238549787,6759.955987869096,7141.413617260741
7138.509551290137,6792.5995288138265,-7344.358476724496,7007.7866763793645,7158.249157436256,7349.654591211725,6754.2514696517765,7114.1761730965
7141.774391462628,6803.261639962995,-7342.859416091523,6994.117342713675,7147.94072476131,7334.837448898943,6748.139223638022,7144.578060041556
7144.280634621941,6775.292459588347,-7333.830802800094,6992.231961628726,7136.28186902192,7332.435892792086,6750.593904972326,7104.349498399318
7131.636691650056,6778.14748460511,-7321.578491195357,6971.837688068548,7132.238426007084,7340.290631903065,6742.672866650632,7090.87071761
7128.54458581009,6770.986271099763,-7339.064464277533,7002.556375564699,7128.94618084144,7336.970669814946,6750.317633667942,7133.14661550078
7124.443839067271,6756.738700592711,-7340.839475406963,6973.199439535057,7127.23988034662,7331.582844004361,6721.144175902005,7120.097819629718
7155.203059459281,6759.481017217117,-7355.720726297344,6993.64849686035,7130.595733550282,7348.156396298973,6710.906700212337,7128.819038423191
7120.140823992771,6781.905653841897,-7355.848548476432,6985.128111870314,7138.567412657512,7335.931867652874,6749.255069742985,7118.028174782608
7132.566378860226,6779.97054896013,-7348.896385758556,7001.276879490734,7137.6719076422605,7335.937494588235,6752.178929414862,7151.480053454541
7124.276615228605,6781.6611079892455,-7345.861234068242,6990.21839096963,7131.484042119314,7320.329586419016,6743.168392932788,7136.892176061545
7114.687125022646,6773.416414769898,-7326.426418171768,6998.318824692146,7124.91968291239,7330.80133630863,6741.72342544608,7150.222844713836
7115.599444925041,6780.302986269075,-7322.1819692841,6988.002844906934,7132.483143600153,7331.909214632893,6723.617868541675,7134.189691168806
7127.209718781597,6780.819990327623,-7337.509845382014,6993.095645581983,7124.61301992004,7336.096776776498,6748.549230825503,7128.241727563201
7121.045256447698,6786.526128252487,-7347.120312224156,6986.294188958676,7135.359005208182,7341.556223620946,6751.199400694931,7112.966624217907
7151.602217150351,6774.929813788709,-7344.690539602269,7014.9897311045925,7143.76895606494,7366.194325763263,6743.115374201127,7118.154480255028
7148.632250432884,6776.795044392979,-7365.930371839875,7040.672655980273,7157.512843466761,7348.425818990445,6745.227137190846,7165.132447348706
7145.690718869532,6811.9047540122065,-7367.022191869727,7020.81088567371,7171.791886552462,7344.963335933016,6775.352207945999,7168.633630196229
7147.229090298551,6812.567480066617,-7363.939448614535,7039.838228669721,7149.289018096068,7351.626500264694,6760.966447750279,7191.23732461505
7157.466168037623,6814.159077155603,-7350.976571703185,7005.962230068949,7143.801065647759,7343.990862592323,6753.232974835732,7153.845389699748
7147.474658077442,6801.354321922186,-7336.90806739785,7000.64600956004,7140.553671387965,7348.065253770104,6754.353300154164,7166.916078734623
7154.186269564053,6785.405931335713,-7328.967048834119,7042.687252141437,7154.341638372045,7343.507641886364,6760.930073026234,7152.061472686616
7156.874144509285,6789.121060704068,-7356.8163117195145,7053.234453508021,7159.758483342063,7369.68873233038,6759.934278931378,7176.059808146467
7140.789966451547,6754.893074441925,-7345.182470388806,7031.307193847395,7159.836978134926,7341.19449027875,6747.559049503225,7153.731550761155
7141.675104317986,6778.606531757209,-7335.512713512249,6994.137639751544,7159.908324263193,7326.770955734664,6728.0873232796885,7144.027976526245
7131.0431297262985,6748.4456656196435,-7314.567424013505,6984.477324377937,7121.946056195293,7329.552347532331,6733.284693416388,7095.537423492223
7122.776612495596,6773.423760375724,-7321.2824996379595,6991.9723736982205,7137.4058288212445,7339.610035328185,6727.0286043068745,7124.752564880533
7147.545161446288,6767.373358217304,-7345.030657435603,7009.541676973997,7157.831441646516,7350.904776480424,6740.819767293976,7154.248501106539
7123.782330894934,6794.121082313129,-7347.5193274322655,7014.480476910498,7164.050219284916,7351.907062348401,6761.54452132457,7161.777912819709
7120.004206715378,6775.632520027637,-7348.210051728994,7007.9398755904795,7153.367694521447,7348.698462523666,6732.985174090855,7134.488288219132
7122.002099456973,6740.403068308311,-7341.378765597813,7003.750092988327,7152.929596298852,7346.038744583243,6737.017945535881,7136.720143473218
7110.608377709372,6738.445504207,-7318.507216292024,7000.7563425867365,7125.371371938036,7339.921307849295,6710.009207434709,7118.0065757378115
7108.988228714606,6731.385229882882,-7316.587137725714,6991.817479068656,7118.162070873754,7350.993945616503,6698.801187724071,7112.8557482743245
7113.041689577991,6770.7996921983595,-7320.499362470569,6984.955189128761,7132.184807854776,7352.72502213088,6725.990461153379,7103.887631237686
7134.181152383834,6798.392208539835,-7338.570206361308,6994.387880901464,7143.625508222888,7363.3231421677865,6737.901524330162,7109.300405073511
7154.809829157667,6790.671477650634,-7337.722862259695,7023.227164965678,7158.729320941019,7365.872664125854,6753.453647418648,7146.55882395089
7137.824486496094,6774.907635990284,-7345.570494406576,7001.122603469236,7154.433467928451,7334.362407976872,6742.320740401568,7152.875922843337
7123.618533116275,6799.330834325341,-7341.256577900182,7023.571695033776,7149.925607638664,7332.041481389918,6747.038093740835,7139.224537059712
7135.454675531741,6791.995432297273,-7346.977355225306,7008.563257396718,7155.710120095158,7324.114543168787,6729.462348737208,7139.1841132769105
7140.22103245008,6802.79373393933,-7346.561094245258,7022.398769841016,7145.291644158685,7330.141223133959,6737.582582685953,7166.831721720405
7133.542515156059,6804.301062351062,-7363.403684915604,7037.024212994084,7154.928725040386,7336.770181109866,6737.408785050967,7167.472277270179
7145.608175749353,6789.15691517102,-7359.114358653035,7044.0119413068005,7154.55874625924,7339.793310328473,6725.543895900532,7173.375477781941
7104.811425373936,6764.2242745328085,-7328.6303783310805,7027.378299641242,7130.600450073107,7332.339266788177,6735.692628046777,7139.224993778156
7126.316871732487,6808.521072000643,-7331.057608404144,7006.567604720307,7133.98529825758,7322.709032323315,6734.538600953831,7125.270280250713
7108.025752933272,6794.858174066223,-7343.57014785317,7029.3410446572925,7145.564978663878,7319.864724585718,6769.095510176108,7139.552172968164
7115.691059075471,6771.259618344613,-7332.071047633996,7019.443386557211,7146.3210469473825,7342.321707527777,6772.206126416016,7129.040694934921
7135.044373335562,6763.681432576395,-7342.3570720989865,7024.783190614659,7153.141282431588,7339.398004259675,6783.703527656917,7111.34112136588
7135.023746038957,6763.940393716915,-7330.524488342196,7010.34665467575,7152.116691939823,7335.941297109174,6781.464876631946,7091.7615201892295
7102.955469123332,6764.236419574179,-7320.81689031647,6984.4737842002005,7121.6307488812845,7304.01901849368,6759.570695648076,7107.667737965503
7094.082303126304,6773.165508115547,-7316.919354176022,6981.8008077033355,7123.694763211936,7316.954647162495,6756.713231316622,7094.310064527755
7091.258618526222,6776.907353975549,-7321.929807502514,6976.430840427415,7118.18755648179,7355.412246645562,6733.198417543433,7097.543232443864
7119.6217865286135,6787.946627650791,-7334.721255485999,6984.059301629063,7134.791373369012,7351.323301358367,6741.187169509763,7102.0987024944225
7148.162596426298,6776.71767668486,-7332.372908627618,7005.543559565495,7142.1956511994795,7348.447516374358,6756.1194327093635,7129.434238907898
7166.693994657537,6783.6123439232815,-7326.911754253818,7015.5020865501365,7141.870058523532,7360.217561799983,6753.877349219463,7121.909300584187
7145.456658635097,6783.6609480173165,-7317.178289037236,6999.080010862166,7134.06805625348,7338.372620652892,6734.57953620518,7146.9867824390685
7139.15424937366,6759.379915479316,-7301.40113805827,7009.21607639964,7141.019229493038,7330.8749072730225,6726.436270638418,7156.7608194686645
7133.2681614889525,6757.803491536573,-7312.69611342105,7024.453700075319,7133.250068607002,7338.366628423486,6739.187202291793,7155.730534043153
7122.543376706678,6751.765609558037,-7322.6785807387605,7037.702524782576,7149.332189277875,7351.184037596068,6751.435090456146,7138.628397316781
7123.3032453178475,6777.948188821424,-7325.382968728505,7033.623515155437,7145.7713432527635,7353.975261116438,6771.953499134983,7130.864618327724
7117.105862300555,6738.589219776874,-7328.121270596266,7031.4032643596875,7144.05698787884,7339.255195013357,6788.533385237471,7107.95029565026
7138.808548198904,6756.251984555558,-7333.594790774914,7023.191162012713,7151.761560853514,7349.784823440912,6743.704023095582,7093.884953037561
7152.990103358859,6786.841451370376,-7340.160678552171,7008.484112026604,7147.770165036081,7348.016428974475,6778.3161315385905,7137.592692597858
7141.470708901059,6789.470679343958,-7327.652258215221,7009.734465606832,7155.591775525209,7328.596812824688,6773.014421889572,7120.182343219934
7133.768692009205,6793.088536953558,-7340.668377541939,6971.332842328873,7143.912230350194,7326.952231304624,6779.960711852687,7120.887581581317
7122.211249339392,6778.616343708759,-7332.203158969316,6995.360231728442,7145.58132222837,7317.166348336395,6762.450609649373,7107.83137168898
7146.818435155185,6792.030506082926,-7350.603272214859,7005.9538394084175,7145.503162739168,7319.961169681597,6768.385636528058,7131.124276259816
7148.540018016458,6781.548366765012,-7367.110038470969,7000.418240941347,7135.613016158293,7327.669285230683,6764.4694400329145,7115.655685616307
7151.594701820316,6799.262349011098,-7366.0481456419875,6998.2018556196745,7142.959702742524,7331.5289121974,6789.799814097412,7141.322446101799
7112.41570507013,6747.59993300602,-7337.855035846148,6983.629977516452,7135.121240941112,7308.664784203887,6763.212193226884,7119.152409603841
7103.13468630944,6773.077377235097,-7326.11244971756,6975.896917272379,7119.646093102574,7310.274347332148,6737.766045652931,7090.635599499807
7118.873909305912,6775.786170891831,-7338.499489322355,6972.79494656025,7121.436319509815,7320.12529380253,6729.69537254501,7121.433971293025
7142.085573948974,6778.552649130694,-7348.611522393145,7008.286640369083,7139.064900974629,7341.353873298387,6729.651887732693,7131.584842844016
7150.934922762667,6776.235206131775,-7349.321747908224,7027.769795275806,7150.646529928597,7352.999319296685,6741.413093397304,7122.35730939212
7155.934677950867,6783.209360482791,-7332.732000016027,7004.8174291421465,7142.9713024592165,7334.901714865504,6734.943456354337,7121.829434084701
7143.654020405061,6757.229092120327,-7330.274067103026,6992.140388430857,7131.303378314871,7334.172527909616,6729.518158944747,7107.00498833301
7138.68602924111,6758.714418989564,-7295.052048768495,6955.310497471885,7110.210502758746,7334.672561023331,6695.985807583933,7075.56219601738
7110.686043407541,6755.012447709019,-7297.79023859872,6987.426478530195,7121.48431646942,7308.598659441471,6713.320569614617,7088.500686125703
7133.641913433404,6761.207719608936,-7327.749853218469,6980.918045000892,7133.388655177555,7319.641979352435,6726.345254209951,7091.931651351661
7120.336295993438,6767.5228161367495,-7319.4134550995395,7011.029625091411,7128.452147314655,7319.917402869697,6723.841431386558,7091.47339994359
7134.082403455716,6759.196874616627,-7334.0600055609075,6986.715274922086,7127.145803407728,7319.393204306041,6737.427436689276,7074.996768516972
7128.925214315534,6770.191796721915,-7342.869202717409,6986.6208884119405,7127.129879537584,7317.160046042416,6742.172977974922,7115.509695528941
7140.2595243423175,6777.970587728057,-7356.511205926475,7009.901409132924,7138.738314836759,7321.732745231861,6749.706488915709,7111.121151815725
7148.114072570018,6774.426477739984,-7346.894324315089,7005.285047153305,7142.834799169547,7325.164519924019,6733.157659650239,7157.693472449762
7126.688542639744,6786.832017181038,-7340.280636005731,6999.845367406242,7144.442394957772,7324.201703743334,6748.952034975692,7098.819015349147
7114.902429403863,6798.344213147147,-7358.221337924016,6985.366777005436,7147.9180678015655,7330.884066080631,6755.221221563848,7125.288264127255
7119.991558441844,6807.182505485932,-7349.131564773321,7005.56175719751,7155.819882445181,7342.021285581724,6744.442197036331,7129.6423746784985
7142.305944436775,6803.662412055419,-7358.313056042234,7005.822541070132,7148.284712169254,7369.256094287403,6731.647882795973,7158.899923017088
7152.536648234205,6784.239049543692,-7362.977781822347,7030.355371556879,7157.993172239309,7361.387451132329,6746.402418665944,7151.315210605006
7148.236732329775,6758.677499439307,-7375.1243226989645,7006.072258843097,7146.060768863453,7355.183605753941,6742.704710767036,7152.048167034136
7141.624932164033,6765.5864983992005,-7355.150210322621,7034.076662542823,7145.219918481449,7342.074772029137,6751.234468148667,7141.371915821342
7141.320764809544,6786.632766256307,-7351.604829161665,6981.985604394041,7132.185066734656,7329.975799373152,6769.376131934104,7131.355983155762
7114.379002793042,6779.304110903142,-7360.620024520419,7003.636052228809,7144.1159354470365,7311.9886218857455,6759.405289925069,7126.972894640711
7125.207544250369,6766.460416724999,-7336.812633686899,7007.620178865982,7125.6807183519795,7342.629664354842,6747.2239028078275,7122.596065780115
7113.94203504278,6754.339256199511,-7333.399063596418,6997.572739727645,7129.799593518987,7331.816424541445,6734.740925098341,7112.149678610047
7122.809762043877,6760.603571344199,-7291.344854274762,6976.374242671938,7113.144153784779,7339.359874344651,6733.143682765265,7089.665508114659
7131.1296235678965,6775.910171640225,-7315.801855215705,6997.864834829802,7138.788537862945,7342.480109330836,6726.832024149352,7104.364290760851
7137.272900772496,6757.742050913535,-7319.911187215635,7000.4697506233115,7131.4390013476295,7351.174293719926,6712.807346852074,7103.5285315386345
7123.629004232749,6740.853326802113,-7310.440754408387,7003.582789827026,7135.369613999081,7344.88938121734,6707.807399960311,7107.672695711966
7136.420912508727,6736.250565352077,-7305.520986047308,6973.0091613885725,7132.196493229853,7338.834838077994,6702.175196761747,7065.595164699606
7144.613810933244,6771.16638369429,-7332.444335310884,7000.2960462381,7149.882575176599,7337.630742012042,6718.759176246424,7110.363597547612
7155.0050566328255,6772.278740145354,-7329.122340381181,7008.01528075996,7151.27896379698,7359.888646631605,6741.363306163356,7126.432442739911
7136.450128088951,6758.734468516276,-7316.110166179995,7004.383392198585,7136.180744766194,7378.9953249267655,6738.372572283372,7145.8468793819975
7151.303553664926,6739.77691590005,-7307.656511636675,6966.094554361263,7123.147467411618,7362.846314882713,6721.564380084338,7092.394087918197
7131.412976347415,6758.509765573125,-7297.4624813363225,6990.877547441584,7119.289601154883,7367.152829950409,6742.07133464097,7095.143872949119
7131.347185210038,6759.990672432113,-7280.444786237788,6986.443511377131,7124.598869945351,7344.500330451733,6738.16527841453,7085.1714408363005
7141.183130818187,6775.749572906663,-7305.418642402944,6980.1009999672015,7128.435356439162,7344.032116761126,6736.5555090590715,7094.259022121493
7132.476991450395,6756.6140726729745,-7309.624711707844,6982.26013616453,7113.666940305653,7355.763267924143,6730.966396646765,7085.543528138746
7150.346363691415,6780.092544939075,-7327.521371592283,7011.146524791377,7131.586845462623,7361.017634970961,6735.782948086964,7113.575751627651
7141.095038880261,6752.0029100053125,-7342.748896851574,6987.018818495807,7147.716302600562,7326.708830515902,6761.495455098417,7109.865404832142
7136.83600625102,6775.772152061572,-7355.0686025153,6993.912548634581,7144.319737635798,7312.852415081051,6762.27167491157,7122.8608221351005
7112.511263007272,6769.003018251953,-7354.254453204597,6995.608240395843,7133.829746970019,7314.012164462065,6760.347107759439,7117.453654704276
7126.405857611208,6783.554622048352,-7356.06874281672,6975.854582670128,7148.455905230056,7322.113601405158,6757.854097410813,7135.004028568699
7137.159737662252,6790.867307333789,-7348.066145052826,7002.459418043535,7138.782962191435,7329.589637464778,6766.881707691886,7127.1817357853815
7136.633059441034,6778.422922163659,-7340.988247996576,7007.357592040922,7141.615165724872,7326.904600022426,6748.457946647875,7139.596817299537
7138.200829928904,6788.1128391010925,-7349.403751096741,7008.029491467443,7149.882187333468,7315.780953455799,6753.288928610583,7122.13600857993
7129.631600086246,6794.678396582631,-7348.749521922955,6994.029843401884,7130.954951228741,7334.500892639785,6752.1127986617585,7116.165596232397
7126.4805507335595,6775.842521150982,-7354.4224154611975,7010.620911163829,7142.199367793465,7340.512260455279,6745.162855094314,7121.874259908709
7142.890313738564,6765.350508899165,-7365.757038088287,7012.8777211053575,7159.933304013609,7364.792255864037,6744.142874005684,7124.518908233681
7156.3898346579645,6802.599470850668,-7365.016943152133,7030.894679813559,7161.0654048365595,7381.448882025552,6744.5856392614505,7159.183781078559
7150.341032368428,6761.430403183142,-7322.548988921517,7004.947925135974,7145.568557469843,7356.670528950845,6755.442554576655,7128.541553723595
7139.643805395796,6773.126568777034,-7322.69167612046,6991.568950173061,7133.448678649727,7361.075244606437,6747.182620905101,7095.039798614352
7139.470227750934,6752.4544692540285,-7301.939236567886,7005.429601700365,7119.352271399791,7340.403568579466,6723.882756620128,7080.3445033774005
7143.435678959821,6759.073546782587,-7329.005134669745,6999.389767344593,7137.6368499813725,7339.7256936494005,6727.60725868851,7087.152267577189
7134.22748639675,6755.964576468376,-7339.108936680088,7016.713157161147,7140.677744260289,7343.8648556901235,6742.050936755177,7094.794265078675
7142.822209025819,6745.99735979053,-7340.4608162446875,7013.595684161895,7142.420025369202,7342.339280661492,6736.288118564403,7106.50264762623
7114.306655048504,6761.632712324477,-7321.158796111453,7024.445446409328,7142.592649770032,7310.089783257964,6723.327752274951,7101.388025060921
7124.312554427429,6790.00208519918,-7336.743341771954,6975.752807943351,7147.194431723126,7312.367883856759,6761.3476611684755,7089.478374208573
7137.748420859055,6777.619517975129,-7336.316634958413,7004.020025501632,7137.21451215271,7326.272937532592,6775.4898333638785,7104.516601651498
7140.393733521332,6774.011566182237,-7345.944231850645,6992.648480101975,7155.670611207694,7334.455632849852,6774.728675953543,7139.555289211065
7126.4411091855345,6756.486517950715,-7347.243114574723,7013.98958067185,7148.849291864164,7332.194619101144,6760.347144580337,7104.209840029756
7141.20994195225,6768.523959916647,-7330.502181274849,6983.421431438554,7139.485185509974,7331.499453061569,6759.531386825533,7075.8913968527695
7148.088713456418,6736.765264185005,-7338.3430105019825,6999.13708292032,7144.296554218345,7333.084939560532,6725.663923945375,7066.700950612522
7158.645444425393,6741.572423178349,-7326.7123089066945,6995.894295795294,7140.074843350899,7327.55360054204,6717.21845329477,7079.071337278759
7172.25887981002,6760.955761127501,-7348.571602730464,6994.055972953361,7140.135962094871,7348.8906002946815,6725.61490232085,7081.815874566853
7167.392436367479,6759.201117436428,-7346.40251536546,6980.628234726648,7133.750885386224,7332.607563530846,6748.92002656937,7111.753482855318
7139.859801627583,6761.872045526435,-7338.260774563263,7001.923210779508,7142.433111543355,7324.886515881532,6775.823128009668,7097.272164037535
7143.928914745443,6759.207071774645,-7328.584289149301,7003.322476572265,7141.308754274626,7325.38991910455,6761.44664425348,7121.181208597777
7124.564241662561,6753.446223832198,-7330.691139506087,7010.2758373858505,7149.76065838712,7318.467627228545,6736.762742888685,7124.661762136897
7109.500014759315,6732.698908064101,-7329.612289855911,6997.726009385834,7134.531490409832,7318.034632610986,6709.33516907148,7090.1045526938
7103.113540130119,6744.207366448423,-7290.685477656565,6954.733040829318,7103.401702757269,7318.079151964719,6709.514874404471,7052.474169440786
7099.435725625304,6766.97601276494,-7297.884093876911,6970.175898322432,7119.4424881573905,7335.927176793884,6696.4788438227215,7079.982692398483
7114.4853936915115,6778.717111442099,-7323.617948284138,7021.357103868256,7143.084204049652,7333.291918540401,6731.325542268189,7123.923832540683
7105.0349939818625,6781.639317820195,-7348.897695083971,7010.313754865237,7155.6597704220285,7347.380722224684,6711.193185092712,7152.201216858121
7100.312827872646,6782.238487575156,-7337.837445874539,7016.943975335253,7154.269486134381,7335.729212875384,6712.140352615275,7145.706304393599
7094.064166250551,6739.948762631723,-7328.311906791606,6981.3636456300255,7149.821952352055,7319.846896377883,6681.152775327089,7125.112411913591
7094.090383538416,6753.689702629183,-7314.058706478168,6992.2084351389785,7115.101467306126,7300.50674934529,6688.630284226968,7105.544136026863
7112.337300182548,6759.59803023062,-7308.214406957282,6988.818811854439,7133.223543949828,7322.197395855537,6722.793939069056,7095.863770113407
